property_name,price,location,area,bathrooms,beds
صلالة  عوقد مربع ج,OMR 50,"Salalah, Dhofar•",400 SQM,5,4
( مستودع للإيجار )500 to 4000 SQM Warehouse for Rent,OMR 500Negotiable,"Ghala, Muscat•",500 SQM,Not specified,Not specified
Flat for rent near NESTO HM Falaj alqabail |Families only,OMR 120,"Sohar, Al Batinah•",102 SQM,2,2
صلاله الدهاريز,OMR 50,"Salalah, Dhofar•",100 SQM,2,2
شقه سكني تجاري للإيجار سوق المركزي التجاري المعبيلة الجنوبية,OMR 115,"Al Maabilah, Muscat•",90 SQM,1,2
فيله للأيجار اليومي,OMR 65,"Salalah, Dhofar•",600 SQM,3,4
"Gym Facility Available for Leasing – AMV, Khazaen Economic City",OMR 18Negotiable,"Barka, Al Batinah•",136.4 SQM,Not specified,Not specified
شقق مفروشة - فلل راقية - استراحات عائلية - شقق فندقية,OMR 50,"Salalah, Dhofar•",100 SQM,2,2
بيت مؤثث جاهز بموقع ممتاز,OMR 250,"Madinat As Sultan Qaboos, Muscat•",120 SQM,3,3
شقه في شاطيء الدهاريز,OMR 50,"Salalah, Dhofar•",85 SQM,2,2
الشقه محجوزه إلى 2025/8/6  السويت محجوزه إلى 2025/7/26 شقه وسويت,OMR 50,"Salalah, Dhofar•",80 SQM,2,2
ROOM FOR RENT FOR FAMILIES,OMR 15,"Salalah, Dhofar•",20 SQM,1,1
Room for rent in salalah,OMR 10,"Salalah, Dhofar•",10 SQM,1,1
شقه صلاله صحلنوت للايجار اليومي {20ريال },OMR 50,"Salalah, Dhofar•",10 SQM,1,1
New Villa for rent opposite opera house,OMR 690,"Madinat As Sultan Qaboos, Muscat•",580 SQM,5,4
للإيجار شقة من غرفتين - في منطقة الشرية - صور,OMR 100,"Sur, Al Sharqiya•",100 SQM,1,2
family flat toe rent maabailah hai altacamwn face 9,OMR 150,"Al Maabilah, Muscat•",105 SQM,3,3
شقة مفروشه للايجار بالغبره - Furnished for rent in Al Ghubrah,OMR 230,"Al Ghubrah, Muscat•",50 SQM,1,1
Room for Rent aAlkhoud 6,OMR 100,"Al Khoud, Muscat•",20 SQM,1,1
Room for Rent,OMR 90,"Al Khoud, Muscat•",25 SQM,1,1
غرفه وشقق للإجار يومي في صلاله الجديدة,OMR 10,"Salalah, Dhofar•",999 SQM,1,1
bed space,OMR 10,"Al Masn'a, Al Batinah•",28 SQM,1,1
Gulf Gateway Hostel,OMR 10Negotiable,"Al Ghubrah, Muscat•",160 SQM,5,4
villa for rent 600 OMR / month or sale 175K,OMR 600Negotiable,"Al Maabilah, Muscat•",535 SQM,6,5
"Prestigious 2BHK fully furnished apartment, terrace,BBQ, free internet",OMR 560,"Azaiba, Muscat•",170 SQM,2,2
شقق وغرف مفروشه  rooms rent,OMR 111,"Al Duqum, Al Wusta•","9,875 SQM",12,12
شقق للإيجار,OMR 120,"Sur, Al Sharqiya•","2,354 SQM",3,3
Movers and packers all Muscat oman and Dubai to Muscat,OMR 65Negotiable,"Azaiba, Muscat•",65 SQM,3,2
شقة للإيجار,OMR 130,"Saham, Al Batinah•",40 SQM,2,2
غرقة مشتركة للسيدات في الخوض ladies room alkhoud,OMR 40,"Al Khoud, Muscat•",50 SQM,1,1
Single Room For Lady only غرفة منفردة لسيدة فقط,OMR 85,"Al Khoud, Muscat•",10 SQM,1,1
Exclusive Marina Bay Home boasting a glamorous Rooftop Terrace,OMR 195Negotiable,"Salalah, Dhofar•",148 SQM,2,2
Furnished Room for Non-cooking Indian bachelor at Wadi Kabir,OMR 60Negotiable,"Al Wadi Al Kabir, Muscat•",20 SQM,1,1
Furnished Room available for non-cooking  Indian Exe bachelor,OMR 60,"Al Wadi Al Kabir, Muscat•",20 SQM,1,1
Furnish Room Atach bath bachlor or Husband Wife cal 79146789,OMR 100,"Al Wadi Al Kabir, Muscat•",28 SQM,1,1
"550m2, 787m2 and 1000m2, warehouses for rent Ghala","OMR 1,375Negotiable","Ghala, Muscat•",787 SQM,Not specified,Not specified
Brand New 1BHK Flat for Rent in Ghala WA 76324666 LRA05,OMR 325,"Ghala, Muscat•",90 SQM,1,1
4BHK COMPOUND VILLA FOR RENT IN MADINAT ILLAM WA76324666 LRV51,OMR 779,"Madinat As Sultan Qaboos, Muscat•",400 SQM,4,4
6BHK For Rent in Qurum 29 Compound Villa LRV53  WA 76324666,OMR 525,"Al Mawaleh, Muscat•",450 SQM,6,6
luxury studio furnished unfurnished in hail north near the village,OMR 160,"Al Hail, Muscat•",60 SQM,1,Studio
استوديو فاخر مفروش في منتجع هوانا صلالة,OMR 50,"Salalah, Dhofar•",60 SQM,1,1
ladies bed space,OMR 45,"Al Ghubrah, Muscat•",300 SQM,1,1
Furnished 1bhk flat in Azaiba near Al fair market 250 rials,OMR 250,"Azaiba, Muscat•",80 SQM,1,1
Excellent furnished 2Bhk in bosher Al maha street,OMR 360,"Bosher, Muscat•",120 SQM,2,2
Room or bed space available for families and executive Batchelors,OMR 120Negotiable,"Qurum, Muscat•",100 SQM,3,4
New Executive Bed space available for rent,OMR 50,"Al Khuwair, Muscat•",399 SQM,3,3
Awesome 2BHK furniture apartment at Al Mabilahشقة مفروشةو مؤثثة . ا,OMR 180Negotiable,"Al Maabilah, Muscat•",100 SQM,3,2
Shop for rent Mabela behind Nesto,OMR 200,"Al Maabilah, Muscat•",35 SQM,Not specified,Not specified
مزرعة الوادي للإيجار,OMR 50Negotiable,"Qurayyat, Muscat•","50,000 SQM",4,4
1BHK full furnished,OMR 300,"Bosher, Muscat•",65 SQM,2,1
1BHK Furnished flat for rent,OMR 300,"Bosher, Muscat•",63 SQM,2,1
Single Room Available for Men or Women in Al khuwair,OMR 75Negotiable,"Al Khuwair, Muscat•",25 SQM,1,1
شقق وغرف فاخرة للايجار اليومي,OMR 50Negotiable,"Salalah, Dhofar•",100 SQM,2,2
عرض خاص شهر 7 ب 55 ريال فقط,OMR 55,"Salalah, Dhofar•",27 SQM,5,5
أستراحه النور للمناسبات و التجمعات,OMR 50Negotiable,"Manah, Al Dakhiliya•","1,500 SQM",3,2
Bed Space For educated bachelors (Philippines prefer),OMR 10,"Al Khuwair, Muscat•",100 SQM,2,2
شقق وغرف للإيجار اليومي للتواصل 95598555,OMR 50,"Salalah, Dhofar•",100 SQM,2,2
شقق وغرف للإيجار اليومي مفروشه  للتواصل 95598555,OMR 50,"Salalah, Dhofar•",100 SQM,2,2
Room for Rent,OMR 50,"Azaiba, Muscat•",300 SQM,1,1
Bed space only women,OMR 45Negotiable,"Al Ghubrah, Muscat•",100 SQM,1,1
flat for rent in sada in Salalah,OMR 60,"Salalah, Dhofar•",256 SQM,2,2
Lavish 2BHK Flat For Rent In Al Khoud Souq,OMR 350,"Al Khoud, Muscat•",95 SQM,2,2
Room Available for Rent 70 OMR,OMR 70,"Al Hail, Muscat•",70 SQM,1,1
Single room with attached bathroom,OMR 75,"Mutrah, Muscat•","1,111 SQM",1,1
single room with attached toilet for rent,OMR 75,"Mutrah, Muscat•","111,111 SQM",1,1
"Sharing Flat , Fully Furnished 1 BHK",OMR 90,"Al Khuwair, Muscat•",60 SQM,2,1
Furnish Room For Single Bachlor Cal 79146789,OMR 100,"Al Wadi Al Kabir, Muscat•",30 SQM,1,1
"Rooms, apartments, villas and townhouses available for rent in Muscat",OMR 50,"Azaiba, Muscat•","1,110 SQM",3,2
شقة للايجار في صلالة في السعادة الشمالية,OMR 140,"Salalah, Dhofar•",140 SQM,1,2
شقه في صلاله,OMR 80Negotiable,"Salalah, Dhofar•",120 SQM,2,2
Room in a villa for rent,OMR 95,"Al Wadi Al Kabir, Muscat•",25 SQM,1,1
الغبره الشمالية,OMR 115,"Al Ghubrah, Muscat•",90 SQM,1,1
الموالح الشماليه شارع الموج جنب مركز البهجه,OMR 12,"The Wave (Almouj), Muscat•",10 SQM,1,1
شقه مفروشه للإيجار,OMR 50,"Salalah, Dhofar•",600 SQM,3,4
المزيونه,OMR 800Negotiable,"Al Mazyona, Dhofar•","1,972 SQM",Not specified,Not specified
يوجد لدينا شقق وفلل للايجار,OMR 50,"Salalah, Dhofar•",600 SQM,2,2
شقه للإيجار في صحنوت,"OMR 1,000","Salalah, Dhofar•",400 SQM,2,2
استراحة الفردوس للايجار شاليهات مزرعه,OMR 50,"Sumail, Al Dakhiliya•",200 SQM,3,2
apartment for rent,OMR 200,"Sohar, Al Batinah•",500 SQM,2,2
Room for rent,OMR 90Negotiable,"Al Hail, Muscat•",123 SQM,1,1
شاليه أنطاليا صلاله,OMR 85,"Salalah, Dhofar•",700 SQM,7,5
FURNISHED SINGLE ROOMS AVAILABLE FOR COUPLES OR WORKING LADIES AT RUWI,OMR 100Negotiable,"Ruwi, Muscat•",80 SQM,2,1
شقة مفروشة نظيفة,OMR 50,"Salalah, Dhofar•",90 SQM,2,2
مكتب بموقع مميز على الشارع السريع في بوشر للإيجار,OMR 550Negotiable,"Bosher, Muscat•",105 SQM,Not specified,Not specified
شقة نظيفة للإيجار في الموالح الجنوبية,OMR 220,"Al Mawaleh, Muscat•",100 SQM,2,2
استوديو حديث في الخوير الجنوبيه للايجار الشهري,OMR 170,"Al Khuwair, Muscat•",150 SQM,1,1
Arabianseavillabuilding Daily rent,OMR 50Negotiable,"Salalah, Dhofar•",120.4 SQM,3,2
Arabianseavillabuilding(apartments for Daily rent,OMR 50Negotiable,"Salalah, Dhofar•",110 SQM,3,2
فيلا فاخرة للايجار في صلالة,OMR 150,"Salalah, Dhofar•",500 SQM,6,6
nice house in Qurum 29 near philpno school,OMR 555,"Qurum, Muscat•",300 SQM,5,4
غرفة وحمام نظيفة صحنوت 91485635 ب 20,OMR 100,"Salalah, Dhofar•",10 SQM,1,1
House shiffting service all Muscat oman and Dubai to Muscat oman and,OMR 70Negotiable,"Bosher, Muscat•",65 SQM,3,2
شقة مفروشة للايجار في صلالة,OMR 180,"Salalah, Dhofar•",110 SQM,2,2
Room Vacant Available,OMR 130,"Al Khuwair, Muscat•",130 SQM,1,1
Falat available for Rent in Shaleem,OMR 130Negotiable,"Shalim and The Hallaniyat Island, Dhofar•",200 SQM,2,2
شقة للايجار الخوض السادسه الايجار 160 ريال شهري للتواصل وتساب,OMR 160,"Al Khoud, Muscat•",125 SQM,2,3
استوديو  للعوايل  بالمعبيله قريب نستو سكن جديد اول ساكن شامل كل شي,OMR 130,"Al Maabilah, Muscat•",50 SQM,1,1
hotel for leasesd,"OMR 10,000","Al Khuwair, Muscat•","4,000 SQM",Not specified,Not specified
Monthly Furnished Room in Muscat in Al Maabilah,OMR 115,"Al Maabilah, Muscat•",25 SQM,1,1
شقة للايجار ب٢٠ ريال,OMR 50,"Salalah, Dhofar•",300 SQM,1,3
مخازن وسكن عمال للايجار,OMR 50,"Al Rusayl, Muscat•","2,000 SQM",Not specified,Not specified
3 Bedrooms Townhouse at Marmara Al Mouj,"OMR 1,100","The Wave (Almouj), Muscat•",356 SQM,4,3
ROOM FOR RENT FOR BECULARS (BEDSPACE),OMR 30Negotiable,"Al Khuwair, Muscat•",10 SQM,1,1
شقة فاخرة للإيجار مؤثثة بالكامل مع إنترنت,OMR 475Negotiable,"Al Ghubrah, Muscat•",73 SQM,2,1
female single room,OMR 100,"Azaiba, Muscat•",10 SQM,1,1
3BHK villa in a secured family compound with gym and pool,OMR 700,"Qurum, Muscat•",179 SQM,4,3
Furnished 3BHK in Boulevard Mall bldg -  Bareeq Al Shatti,OMR 600,"Qurum, Muscat•",150 SQM,4,3
Family Apartment for Rent in Darsait – Aint – Muttrah,OMR 170,"Darsait, Muscat•",150 SQM,4,4
new vip studios and apartments for rent,OMR 250,"Al Hail, Muscat•",60 SQM,1,2
need room met no cooking female,OMR 60,"Ruwi, Muscat•","1,200 SQM",2,2
alamiri chalet for daily rent at Hey Asem / Barka,OMR 50,"Barka, Al Batinah•",140 SQM,3,2
Bedspace Only for girls,OMR 55,"Al Khuwair, Muscat•",144 SQM,1,1
2 BHK for Rent in the CBD Area Ruwi,OMR 200,"Ruwi, Muscat•",125 SQM,2,2
غرف للايجار ف الوادي الكبير للشباب,OMR 70,"Al Wadi Al Kabir, Muscat•",16 SQM,1,1
2 BHK Flat for Rent,OMR 165,"Al Maabilah, Muscat•",150 SQM,3,2
شقه يوميه للايجار 25 ريال,"OMR 3,000Negotiable","Salalah, Dhofar•","14,555 SQM",1,2
شقة للايجار بوشر,OMR 350,"Bosher, Muscat•",90 SQM,2,2
معرض للايجار سوق الخوض,"OMR 1,600","Al Maabilah, Muscat•",360 SQM,Not specified,Not specified
Furnished Big Room,OMR 125,"Al Khuwair, Muscat•","1,111 SQM",1,1
مكاتب او شقق للايجار,OMR 120,"Sohar, Al Batinah•",20 SQM,2,2
غرفة في صلالة (الدهاريز الشماليه),OMR 20,"Salalah, Dhofar•",80 SQM,1,1
Modern Duplex Apartment in Azaiba | Spacious 2BR | Prime Location!,OMR 400,"Azaiba, Muscat•",117 SQM,3,2
Fully Furnished Studio Room with Shared Kitchen for Executives,OMR 160,"Al Khuwair, Muscat•",40 SQM,1,1
modern furnished pool view,OMR 420,"Muscat Hills, Muscat•",75 SQM,2,1
1BHK Flat in Ruwi (Behind Nahda Hospital),OMR 130Negotiable,"Ruwi, Muscat•","999,999 SQM",1,1
Store-for-Rent Muttrah Cornish Area Behind National Bank oman,OMR 250Negotiable,"Mutrah, Muscat•",110 SQM,Not specified,Not specified
صلاله,OMR 90,"Salalah, Dhofar•",360 SQM,Not specified,Not specified
شقة للايجار 425 ريال شهرياً إيجار سنوي مسقط هيلز,OMR 425,"Muscat Hills, Muscat•",150 SQM,3,2
بيزمنت مخزن للايجار في المعبيلة السابعة بجوار نستو بلاد مول,OMR 320,"Al Maabilah, Muscat•",200 SQM,Not specified,Not specified
غرفة للإيجار نظيفة جداً صحنوت واتسس 91485635,OMR 20,"Salalah, Dhofar•",10 SQM,1,1
فله في صحلنوت للإيجار,OMR 50,"Salalah, Dhofar•",400 SQM,3,3
Flat for Rent in Al Hamriya 1 Bedroom Hall and Kitchen 1Bhk,OMR 130,"Al Hamriyah, Muscat•",80 SQM,1,1
Full furnished 2 bhk apartment rent with wifi from August- wadi kabir,OMR 180,"Al Wadi Al Kabir, Muscat•",150 SQM,2,2
Furnished Big Room,OMR 125Negotiable,"Al Khuwair, Muscat•","1,111 SQM",1,1
furnished room in executive apartment near Al karama  al khuwair,OMR 125,"Al Khuwair, Muscat•",30 SQM,1,1
انا المالك شقة للإيجار مفروشة ومجهزة ونظيفة في بوشر,OMR 200,"Bosher, Muscat•",50 SQM,1,1
room with attach bath,OMR 80,"Sohar, Al Batinah•","1,234 SQM",1,1
شقه مكونه من غرفتين وصاله ومطبخ وحمامين يشمل التوصيل من والى المطار,OMR 50,"Salalah, Dhofar•",400 SQM,2,2
Room For Rent Salalah,OMR 15Negotiable,"Salalah, Dhofar•",100 SQM,1,1
مطلوب ستوديو للايجار الشهرى,Price not mentioned,"Salalah, Dhofar•",10 SQM,1,1
صالة مكيّفة للايجار,"OMR 2,000Negotiable","Al Maabilah, Muscat•",320 SQM,Not specified,Not specified
شقة سوبر ديلوكس ، مكان حيوي وجميل,OMR 175Negotiable,"Al Seeb, Muscat•",82 SQM,2,2
٣محلات مفتوحه مع بعض للايجار في سوق الذهب الهمبار صحار,"OMR 1,800","Sohar, Al Batinah•",170 SQM,Not specified,Not specified
غله للايجار اليومي في صحلنوت,OMR 60,"Salalah, Dhofar•",200 SQM,5,5
شاليه الخيال,OMR 50,"Al Mudaibi, Al Sharqiya•",600 SQM,2,2
Open yard for rent near sohar port (Storage facilities also available),"OMR 1,600Negotiable","Sohar, Al Batinah•","10,000 SQM",Not specified,Not specified
OMR 350/= furnished 1bhk HILLS AVENUE BUILDING,OMR 350Negotiable,"Muscat Hills, Muscat•",80 SQM,2,1
rooms for rent,OMR 10,"Al Maabilah, Muscat•",18 SQM,2,2
شقة راقية مؤثثة للإيجار في الخوير,OMR 400,"Al Khuwair, Muscat•",100 SQM,2,1
room for rent,OMR 70,"Ruwi, Muscat•",33 SQM,1,1
المعبيله سكن مشترك فتاه عربيه شقه,OMR 100,"Al Maabilah, Muscat•","1,222 SQM",2,2
room with attach bath,OMR 125Negotiable,"Azaiba, Muscat•",100 SQM,1,1
The eighth Ma'abila,OMR 80,"Al Maabilah, Muscat•",20 SQM,1,1
فلة نظيفة مؤثثة في صحلنوت,OMR 70,"Salalah, Dhofar•",300 SQM,7,5
امتداد عوقد,"OMR 1,000","Salalah, Dhofar•",300 SQM,4,4
Full furnished room for rent.,OMR 120,"Al Khuwair, Muscat•",14 SQM,1,1
Full furnished flat for an executive person available. 99021330,OMR 55,"Mutrah, Muscat•",15 SQM,2,2
bedroom,OMR 100,"Bosher, Muscat•",30 SQM,1,1
Room for Rent Only Female or family Allow,OMR 99Negotiable,"Al Khoud, Muscat•",20 SQM,1,1
Room For Rent Only Female or Family,OMR 99Negotiable,"Al Khoud, Muscat•",20 SQM,1,1
Car Auto Electrician,"OMR 1,700Negotiable","Al Maabilah, Muscat•",120 SQM,Not specified,Not specified
movers and packers all Muscat oman and Dubai to Muscat oman,OMR 50Negotiable,"Qurum, Muscat•",99 SQM,3,2
ROOM FOR RENT SHARING BATHROOM  ALL IN FOR ONLY FILIPINO,OMR 80,"Qurum, Muscat•",42 SQM,1,1
غرفة للموظفات,OMR 100,"Bosher, Muscat•",11 SQM,1,1
للايجار بناية تجارية جديدة ع الشارع العام ف المعبيلة الجنوبية مسقط مول,OMR 200Negotiable,"Al Maabilah, Muscat•",800 SQM,Not specified,Not specified
Big room 120,OMR 120,"Al Ghubrah, Muscat•",36 SQM,1,2
شقة جديدة للايجار في المعبيلة الجنوبية جنب ميجا مول,OMR 140Negotiable,"Al Maabilah, Muscat•",100 SQM,3,3
اجار شقه,OMR 55,"Salalah, Dhofar•","8,888 SQM",1,2
غرفة للايجار بصحلنوت الشمالية بجوار ابو طحنوت,OMR 50,"Salalah, Dhofar•",50 SQM,1,1
بيت شعبي في الخوض الشعبية,OMR 245Negotiable,"Al Khoud, Muscat•",450 SQM,3,3
شقه الايجار,OMR 80,"Al Hamriyah, Muscat•",60 SQM,1,1
Only one Showroom Remaining For Rent,OMR 360,"Al Hail, Muscat•",35 SQM,Not specified,Not specified
اجار يومي فلة صلالة / جرزيز ( خلف مجمع السلطان قابوس الثقافي ),OMR 100,"Salalah, Dhofar•",350 SQM,5,5
Amyrat Duqm Apartment- Duqm (92164662),OMR 175Negotiable,"Al Duqum, Al Wusta•",15 SQM,2,2
cafe/restaurant for rent and sale,OMR 650Negotiable,"Azaiba, Muscat•",48 SQM,Not specified,Not specified
1 room (only for Africa),OMR 65,"Al Maabilah, Muscat•",20 SQM,1,1
مكاتب للإيجار مقابل مول عمان واجهة أمامية,OMR 500,"Bosher, Muscat•",100 SQM,Not specified,Not specified
للايجار الشهري واليومي غرف للمشاركه للبنات والشباب بشارع المها,OMR 50,"Al Khuwair, Muscat•",100 SQM,Not specified,Not specified
house for rent in ghospa,OMR 300,"Sohar, Al Batinah•",360 SQM,5,4
شقه للايجار اليومي بوشر,OMR 50Negotiable,"Ansab, Muscat•",80 SQM,2,2
تبحث عن شقة للإيجار؟  يوجد لدينا شقة (في الخوض السابعة),OMR 220,"Al Khoud, Muscat•",60 SQM,2,1
Apartment for rent in Al Mouj/شقه للايجار الموج,OMR 550Negotiable,"The Wave (Almouj), Muscat•",70 SQM,2,1
مكتب للايجار الغبره/Office for rent in Al Ghubra,OMR 320,"Al Ghubrah, Muscat•",75 SQM,Not specified,Not specified
شقتين في طاقة بالقرب من طريق دربات وحديقة طاقة,OMR 50,"Salalah, Dhofar•",100 SQM,3,3
For Rent For A Bedroom For Professional Indians,OMR 95,"Al Maabilah, Muscat•",20 SQM,1,1
شقة فندقية في منتجع ميلينيوم صلاله,OMR 50Negotiable,"Salalah, Dhofar•",70 SQM,2,2
فيلا راقية للايجار,OMR 330Negotiable,"Barka, Al Batinah•",600 SQM,6,5
شقق سكني للعوائل و الشركات,OMR 280Negotiable,"Al Hail, Muscat•",600 SQM,12,12
